id,doc_quality,completeness,face_score,doc_score,liveness_score,risk,created_at
694,Poor,0.76,0.16,0.18,0.78,High,2026-03-26T15:45:31.348365
695,Good,0.92,0.45,0.78,0.46,High,2026-03-26T15:45:31.348367
696,Good,0.58,0.73,0.59,0.6,Medium,2026-03-26T15:45:31.348370
697,Good,0.48,0.89,0.8,0.78,Medium,2026-03-26T15:45:31.348373
698,Poor,0.99,0.31,0.27,0.44,High,2026-03-26T15:45:31.348375
699,Good,0.84,0.47,0.49,0.52,High,2026-03-26T15:45:31.348378
700,Good,0.59,0.47,0.66,0.91,Medium,2026-03-26T15:45:31.348380
701,Poor,0.71,0.25,0.24,0.43,High,2026-03-26T15:45:31.348383
702,Good,0.45,0.56,0.74,0.47,High,2026-03-26T15:45:31.348386
703,Good,0.55,0.66,0.55,0.8,Medium,2026-03-26T15:45:31.348388
704,Good,0.45,0.64,0.76,0.56,Medium,2026-03-26T15:45:31.348391
705,Good,0.64,0.38,0.8,0.82,Medium,2026-03-26T15:45:31.348394
706,Poor,0.63,0.2,0.34,0.7,High,2026-03-26T15:45:31.348396
707,Good,0.56,0.88,0.5,0.62,Medium,2026-03-26T15:45:31.348399
708,Poor,0.83,0.2,0.36,0.51,High,2026-03-26T15:45:31.348401
709,Good,0.79,0.59,0.88,0.54,Medium,2026-03-26T15:45:31.348404
710,Poor,0.9,0.32,0.37,0.54,High,2026-03-26T15:45:31.348407
711,Good,0.63,0.5,0.33,0.88,High,2026-03-26T15:45:31.348409
712,Good,0.83,0.49,0.88,0.88,Medium,2026-03-26T15:45:31.348412
713,Good,0.88,0.72,0.47,0.95,Medium,2026-03-26T15:45:31.348415
714,Good,0.42,0.6,0.61,0.88,Medium,2026-03-26T15:45:31.348417
715,Good,0.64,0.57,0.85,0.59,Medium,2026-03-26T15:45:31.348420
716,Good,0.76,0.7,0.69,0.9,Medium,2026-03-26T15:45:31.348422
717,Good,0.83,0.53,0.35,0.69,High,2026-03-26T15:45:31.348425
718,Poor,0.97,0.3,0.3,0.69,High,2026-03-26T15:45:31.348428
719,Good,0.83,0.57,0.71,0.51,High,2026-03-26T15:45:31.348430
720,Good,0.88,0.85,0.31,0.61,High,2026-03-26T15:45:31.348433
721,Good,0.58,0.64,0.57,0.68,Medium,2026-03-26T15:45:31.348436
722,Poor,0.47,0.24,0.32,0.59,High,2026-03-26T15:45:31.348438
723,Good,0.58,0.56,0.6,0.8,Medium,2026-03-26T15:45:31.348441
724,Poor,0.69,0.19,0.22,0.69,High,2026-03-26T15:45:31.348443
725,Good,0.95,0.4,0.88,0.47,High,2026-03-26T15:45:31.348446
726,Good,0.6,0.72,0.29,0.69,High,2026-03-26T15:45:31.348449
727,Poor,0.81,0.21,0.24,0.93,High,2026-03-26T15:45:31.348451
728,Good,0.87,0.67,0.47,0.75,Medium,2026-03-26T15:45:31.348454
729,Good,0.98,0.62,0.72,0.55,Medium,2026-03-26T15:45:31.348456
730,Good,0.5,0.72,0.46,0.77,Medium,2026-03-26T15:45:31.348459
731,Good,0.69,0.87,0.51,0.98,Medium,2026-03-26T15:45:31.348462
732,Good,0.77,0.52,0.28,0.56,High,2026-03-26T15:45:31.348464
733,Poor,0.82,0.19,0.24,0.87,High,2026-03-26T15:45:31.348468
734,Good,0.66,0.43,0.6,0.68,High,2026-03-26T15:45:31.348471
735,Good,0.53,0.52,0.46,0.92,Medium,2026-03-26T15:45:31.348473
736,Poor,0.84,0.28,0.2,0.97,High,2026-03-26T15:45:31.348476
737,Good,0.81,0.7,0.73,0.59,Medium,2026-03-26T15:45:31.348479
738,Good,0.86,0.43,0.67,0.67,High,2026-03-26T15:45:31.348481
739,Poor,0.61,0.18,0.28,0.96,High,2026-03-26T15:45:31.348484
740,Good,0.45,0.71,0.28,0.69,High,2026-03-26T15:45:31.348487
741,Good,0.55,0.52,0.31,0.99,Medium,2026-03-26T15:45:31.348489
742,Good,0.57,0.82,0.34,0.74,Medium,2026-03-26T15:45:31.348492
743,Good,0.96,0.73,0.36,0.76,Medium,2026-03-26T15:45:31.348494
744,Good,0.42,0.83,0.6,0.42,Medium,2026-03-26T15:45:31.348497
745,Poor,0.73,0.32,0.28,0.84,High,2026-03-26T15:45:31.348500
746,Poor,0.5,0.27,0.31,0.84,High,2026-03-26T15:45:31.348502
747,Good,0.71,0.47,0.77,0.62,Medium,2026-03-26T15:45:31.348505
748,Good,0.43,0.49,0.47,0.93,Medium,2026-03-26T15:45:31.348508
749,Good,0.99,0.38,0.54,0.62,High,2026-03-26T15:45:31.348511
750,Good,0.53,0.53,0.33,0.91,High,2026-03-26T15:45:31.348513
751,Good,0.59,0.36,0.64,0.6,High,2026-03-26T15:45:31.348516
752,Poor,0.53,0.27,0.37,0.8,High,2026-03-26T15:45:31.348519
753,Poor,0.61,0.32,0.29,0.79,High,2026-03-26T15:45:31.348521
754,Poor,0.79,0.26,0.37,0.69,High,2026-03-26T15:45:31.348524
755,Poor,0.92,0.38,0.24,0.88,High,2026-03-26T15:45:31.348526
756,Good,0.82,0.43,0.65,0.83,Medium,2026-03-26T15:45:31.348529
757,Poor,0.95,0.19,0.27,0.61,High,2026-03-26T15:45:31.348532
758,Good,0.72,0.38,0.41,0.83,High,2026-03-26T15:45:31.348534
759,Poor,0.75,0.36,0.38,0.48,High,2026-03-26T15:45:31.348537
760,Good,0.61,0.48,0.59,0.53,High,2026-03-26T15:45:31.348540
761,Good,0.47,0.83,0.75,0.8,Medium,2026-03-26T15:45:31.348542
762,Poor,0.69,0.2,0.3,0.83,High,2026-03-26T15:45:31.348545
763,Poor,0.92,0.21,0.17,0.86,High,2026-03-26T15:45:31.348548
764,Poor,0.72,0.29,0.28,0.92,High,2026-03-26T15:45:31.348550
765,Poor,0.91,0.36,0.39,0.87,High,2026-03-26T15:45:31.348553
766,Good,0.83,0.43,0.49,0.45,High,2026-03-26T15:45:31.348556
767,Poor,0.71,0.29,0.13,0.79,High,2026-03-26T15:45:31.348558
768,Good,0.67,0.42,0.44,0.52,High,2026-03-26T15:45:31.348561
769,Good,0.57,0.73,0.67,0.86,Medium,2026-03-26T15:45:31.348564
770,Good,0.79,0.55,0.8,0.85,Medium,2026-03-26T15:45:31.348566
771,Good,0.63,0.46,0.47,0.84,High,2026-03-26T15:45:31.348569
772,Poor,0.62,0.22,0.28,0.79,High,2026-03-26T15:45:31.348572
773,Poor,0.62,0.31,0.32,0.82,High,2026-03-26T15:45:31.348574
774,Good,0.89,0.76,0.69,0.92,Medium,2026-03-26T15:45:31.348577
775,Poor,0.52,0.19,0.32,0.43,High,2026-03-26T15:45:31.348579
776,Poor,0.49,0.22,0.17,0.58,High,2026-03-26T15:45:31.348582
777,Good,0.88,0.8,0.77,0.53,Medium,2026-03-26T15:45:31.348585
778,Good,0.82,0.71,0.48,0.52,High,2026-03-26T15:45:31.348587
779,Good,0.43,0.8,0.65,0.44,Medium,2026-03-26T15:45:31.348590
780,Good,0.83,0.39,0.74,0.55,High,2026-03-26T15:45:31.348593
781,Good,0.81,0.71,0.38,0.52,High,2026-03-26T15:45:31.348595
782,Poor,0.58,0.17,0.25,0.45,High,2026-03-26T15:45:31.348598
783,Good,0.48,0.75,0.58,0.97,Medium,2026-03-26T15:45:31.348600
784,Good,0.77,0.56,0.76,0.44,High,2026-03-26T15:45:31.348603
785,Good,0.86,0.47,0.27,0.77,High,2026-03-26T15:45:31.348606
786,Good,0.93,0.53,0.42,0.53,High,2026-03-26T15:45:31.348608
787,Good,0.74,0.52,0.81,0.69,Medium,2026-03-26T15:45:31.348611
788,Poor,0.73,0.29,0.32,0.49,High,2026-03-26T15:45:31.348614
789,Good,0.5,0.77,0.77,0.94,Medium,2026-03-26T15:45:31.348617
790,Poor,0.65,0.27,0.25,0.69,High,2026-03-26T15:45:31.348619
791,Good,0.49,0.57,0.41,0.81,High,2026-03-26T15:45:31.348622
792,Poor,0.42,0.29,0.13,0.66,High,2026-03-26T15:45:31.348624
793,Poor,0.54,0.34,0.28,0.92,High,2026-03-26T15:45:31.348627
794,Good,0.78,0.47,0.51,0.45,High,2026-03-26T15:45:31.348636
795,Poor,0.93,0.19,0.38,0.8,High,2026-03-26T15:45:31.348639
796,Good,0.82,0.83,0.52,0.66,Medium,2026-03-26T15:45:31.348641
797,Good,0.99,0.49,0.87,0.91,Medium,2026-03-26T15:45:31.348644
798,Good,0.68,0.57,0.75,0.73,Medium,2026-03-26T15:45:31.348647
799,Poor,0.98,0.25,0.35,0.59,High,2026-03-26T15:45:31.348649
800,Poor,0.66,0.36,0.18,0.94,High,2026-03-26T15:45:31.348652
801,Good,0.79,0.6,0.84,0.56,Medium,2026-03-26T15:45:31.348655
802,Good,0.81,0.6,0.54,0.69,Medium,2026-03-26T15:45:31.348657
803,Poor,0.68,0.39,0.28,0.89,High,2026-03-26T15:45:31.348660
804,Good,0.93,0.62,0.83,0.74,Medium,2026-03-26T15:45:31.348663
805,Poor,1.0,0.33,0.29,0.7,High,2026-03-26T15:45:31.348666
806,Good,0.47,0.88,0.7,0.97,Medium,2026-03-26T15:45:31.348668
807,Poor,0.84,0.23,0.33,0.89,High,2026-03-26T15:45:31.348671
808,Good,0.93,0.55,0.86,0.8,Medium,2026-03-26T15:45:31.348673
809,Good,0.51,0.42,0.69,0.46,High,2026-03-26T15:45:31.348676
810,Poor,0.47,0.33,0.36,0.78,High,2026-03-26T15:45:31.348679
811,Good,0.89,0.79,0.8,0.45,Medium,2026-03-26T15:45:31.348682
812,Good,0.51,0.73,0.36,0.47,High,2026-03-26T15:45:31.348685
813,Poor,0.93,0.31,0.19,0.79,High,2026-03-26T15:45:31.348688
814,Good,0.53,0.89,0.72,0.41,Medium,2026-03-26T15:45:31.348690
815,Poor,0.44,0.37,0.27,0.54,High,2026-03-26T15:45:31.348693
816,Good,0.69,0.75,0.88,0.93,Medium,2026-03-26T15:45:31.348695
817,Good,0.78,0.72,0.65,0.67,Medium,2026-03-26T15:45:31.348698
818,Good,0.48,0.46,0.54,0.53,High,2026-03-26T15:45:31.348700
819,Good,0.71,0.58,0.3,0.42,High,2026-03-26T15:45:31.348703
820,Good,0.85,0.87,0.88,0.54,Medium,2026-03-26T15:45:31.348706
821,Good,0.62,0.71,0.85,0.55,Medium,2026-03-26T15:45:31.348708
822,Poor,0.58,0.33,0.13,0.82,High,2026-03-26T15:45:31.348711
823,Good,0.85,0.37,0.45,0.64,High,2026-03-26T15:45:31.348713
824,Good,0.44,0.79,0.43,0.78,Medium,2026-03-26T15:45:31.348716
825,Good,0.45,0.84,0.64,0.96,Medium,2026-03-26T15:45:31.348718
826,Poor,0.66,0.35,0.35,0.76,High,2026-03-26T15:45:31.348721
827,Good,0.62,0.37,0.47,0.72,High,2026-03-26T15:45:31.348723
828,Good,0.51,0.64,0.33,0.98,Medium,2026-03-26T15:45:31.348726
829,Good,0.47,0.86,0.4,0.71,Medium,2026-03-26T15:45:31.348729
830,Poor,0.66,0.32,0.28,0.98,High,2026-03-26T15:45:31.348731
831,Poor,0.77,0.26,0.35,0.71,High,2026-03-26T15:45:31.348734
832,Good,0.61,0.51,0.79,0.75,Medium,2026-03-26T15:45:31.348736
833,Good,0.79,0.38,0.42,0.9,High,2026-03-26T15:45:31.348739
834,Poor,0.56,0.25,0.29,0.91,High,2026-03-26T15:45:31.348741
835,Good,0.44,0.88,0.32,0.93,Medium,2026-03-26T15:45:31.348744
836,Good,0.57,0.69,0.73,0.53,Medium,2026-03-26T15:45:31.348747
837,Good,0.42,0.49,0.31,0.55,High,2026-03-26T15:45:31.348749
838,Good,0.49,0.67,0.71,0.7,Medium,2026-03-26T15:45:31.348752
839,Good,0.9,0.46,0.55,0.54,High,2026-03-26T15:45:31.348754
840,Good,0.52,0.85,0.79,0.45,Medium,2026-03-26T15:45:31.348757
841,Good,0.78,0.41,0.27,0.8,High,2026-03-26T15:45:31.348759
842,Good,0.89,0.65,0.69,0.41,High,2026-03-26T15:45:31.348762
843,Poor,0.69,0.38,0.28,0.84,High,2026-03-26T15:45:31.348765
844,Poor,0.45,0.21,0.16,0.58,High,2026-03-26T15:45:31.348767
845,Good,0.47,0.67,0.7,0.51,Medium,2026-03-26T15:45:31.348770
846,Good,0.46,0.72,0.56,0.66,Medium,2026-03-26T15:45:31.348772
847,Poor,0.83,0.19,0.35,0.54,High,2026-03-26T15:45:31.348784
848,Good,0.77,0.82,0.87,0.59,Medium,2026-03-26T15:45:31.348788
849,Good,0.46,0.71,0.62,0.75,Medium,2026-03-26T15:45:31.348791
850,Good,0.76,0.37,0.57,0.91,Medium,2026-03-26T15:45:31.348795
851,Good,0.41,0.68,0.57,0.61,Medium,2026-03-26T15:45:31.348798
852,Good,0.61,0.51,0.79,0.89,Medium,2026-03-26T15:45:31.348801
853,Poor,0.96,0.25,0.28,0.68,High,2026-03-26T15:45:31.348804
854,Good,0.59,0.84,0.82,0.67,Medium,2026-03-26T15:45:31.348806
855,Good,0.98,0.57,0.37,0.53,High,2026-03-26T15:45:31.348809
856,Good,0.76,0.66,0.3,0.85,Medium,2026-03-26T15:45:31.348811
857,Good,0.84,0.56,0.81,0.9,Medium,2026-03-26T15:45:31.348814
858,Good,0.99,0.58,0.82,0.48,Medium,2026-03-26T15:45:31.348817
859,Good,0.59,0.71,0.58,0.8,Medium,2026-03-26T15:45:31.348819
860,Good,0.63,0.88,0.72,0.91,Medium,2026-03-26T15:45:31.348822
861,Poor,0.91,0.28,0.17,0.65,High,2026-03-26T15:45:31.348825
862,Good,0.9,0.84,0.69,0.42,Medium,2026-03-26T15:45:31.348829
863,Good,0.7,0.67,0.64,0.73,Medium,2026-03-26T15:45:31.348831
864,Poor,0.59,0.3,0.18,0.79,High,2026-03-26T15:45:31.348834
865,Good,0.9,0.73,0.46,0.62,Medium,2026-03-26T15:45:31.348837
866,Good,0.53,0.71,0.73,0.42,Medium,2026-03-26T15:45:31.348839
867,Good,0.95,0.85,0.42,0.94,Medium,2026-03-26T15:45:31.348842
868,Good,0.57,0.54,0.83,0.89,Medium,2026-03-26T15:45:31.348845
869,Good,0.42,0.68,0.81,0.7,Medium,2026-03-26T15:45:31.348847
870,Good,0.78,0.65,0.37,0.84,Medium,2026-03-26T15:45:31.348850
871,Good,0.76,0.86,0.44,0.52,Medium,2026-03-26T15:45:31.348852
872,Good,0.59,0.4,0.35,0.54,High,2026-03-26T15:45:31.348855
873,Good,0.71,0.36,0.45,0.41,High,2026-03-26T15:45:31.348858
874,Good,0.59,0.6,0.69,0.69,Medium,2026-03-26T15:45:31.348862
875,Good,0.51,0.87,0.67,0.87,Medium,2026-03-26T15:45:31.348865
876,Good,0.73,0.45,0.34,0.67,High,2026-03-26T15:45:31.348867
877,Poor,0.63,0.21,0.14,0.89,High,2026-03-26T15:45:31.348870
878,Good,0.84,0.39,0.41,0.83,High,2026-03-26T15:45:31.348873
879,Good,0.82,0.48,0.67,0.43,High,2026-03-26T15:45:31.348875
880,Good,0.92,0.42,0.41,0.63,High,2026-03-26T15:45:31.348878
881,Good,0.82,0.73,0.66,0.55,Medium,2026-03-26T15:45:31.348881
882,Poor,0.51,0.39,0.2,0.64,High,2026-03-26T15:45:31.348883
883,Good,0.71,0.43,0.84,0.91,Medium,2026-03-26T15:45:31.348886
884,Good,0.83,0.45,0.81,0.65,Medium,2026-03-26T15:45:31.348888
885,Good,0.72,0.64,0.84,0.9,Medium,2026-03-26T15:45:31.348891
886,Good,0.6,0.58,0.61,0.89,Medium,2026-03-26T15:45:31.348894
887,Good,0.51,0.66,0.57,0.55,High,2026-03-26T15:45:31.348896
888,Good,0.76,0.61,0.63,0.69,Medium,2026-03-26T15:45:31.348899
889,Good,0.9,0.8,0.58,0.54,Medium,2026-03-26T15:45:31.348902
890,Good,0.97,0.87,0.41,0.49,High,2026-03-26T15:45:31.348905
891,Poor,0.5,0.33,0.39,0.61,High,2026-03-26T15:45:31.348908
892,Poor,0.72,0.32,0.15,0.55,High,2026-03-26T15:45:31.348910
893,Good,0.49,0.69,0.63,0.42,High,2026-03-26T15:45:31.348913
894,Good,0.55,0.74,0.84,0.48,Medium,2026-03-26T15:45:31.348916
895,Good,0.44,0.59,0.82,0.99,Medium,2026-03-26T15:45:31.348918
896,Good,0.75,0.4,0.4,0.89,High,2026-03-26T15:45:31.348922
897,Good,0.72,0.51,0.79,0.49,High,2026-03-26T15:45:31.348925
898,Good,0.65,0.54,0.74,0.4,High,2026-03-26T15:45:31.348927
899,Poor,0.76,0.24,0.32,0.95,High,2026-03-26T15:45:31.348930
900,Good,0.89,0.87,0.54,0.92,Medium,2026-03-26T15:45:31.348933
901,Poor,0.91,0.28,0.21,0.78,High,2026-03-26T15:45:31.348935
902,Good,0.88,0.66,0.72,0.65,Medium,2026-03-26T15:45:31.348938
903,Good,0.47,0.66,0.51,0.87,Medium,2026-03-26T15:45:31.348941
904,Good,0.69,0.5,0.88,0.72,Medium,2026-03-26T15:45:31.348943
905,Good,0.75,0.62,0.74,0.58,Medium,2026-03-26T15:45:31.348946
906,Poor,0.43,0.25,0.14,0.47,High,2026-03-26T15:45:31.348948
907,Poor,0.83,0.28,0.22,0.81,High,2026-03-26T15:45:31.348951
908,Good,0.77,0.51,0.33,0.55,High,2026-03-26T15:45:31.348954
909,Poor,0.45,0.3,0.25,0.95,High,2026-03-26T15:45:31.348956
910,Poor,0.53,0.23,0.16,0.7,High,2026-03-26T15:45:31.348959
911,Good,0.87,0.85,0.42,0.42,High,2026-03-26T15:45:31.348962
912,Poor,0.57,0.2,0.28,0.79,High,2026-03-26T15:45:31.348964
913,Good,0.69,0.5,0.63,0.8,Medium,2026-03-26T15:45:31.348967
914,Good,0.79,0.72,0.82,0.8,Medium,2026-03-26T15:45:31.348970
915,Poor,0.43,0.18,0.36,0.79,High,2026-03-26T15:45:31.348972
916,Good,0.79,0.78,0.44,0.89,Medium,2026-03-26T15:45:31.348975
917,Good,0.67,0.88,0.43,0.54,Medium,2026-03-26T15:45:31.348978
918,Poor,0.55,0.36,0.26,0.55,High,2026-03-26T15:45:31.348980
919,Good,0.7,0.5,0.43,0.78,High,2026-03-26T15:45:31.348983
920,Poor,0.99,0.22,0.34,0.61,High,2026-03-26T15:45:31.348986
921,Poor,0.72,0.27,0.39,0.7,High,2026-03-26T15:45:31.348988
922,Good,0.63,0.42,0.75,0.97,Medium,2026-03-26T15:45:31.348991
923,Good,0.84,0.65,0.67,0.82,Medium,2026-03-26T15:45:31.348993
924,Good,0.97,0.63,0.47,0.87,Medium,2026-03-26T15:45:31.348996
925,Good,0.58,0.44,0.85,0.63,Medium,2026-03-26T15:45:31.348999
926,Good,0.54,0.79,0.85,0.85,Medium,2026-03-26T15:45:31.349001
927,Good,0.9,0.45,0.88,0.61,Medium,2026-03-26T15:45:31.349004
928,Good,0.63,0.74,0.58,0.54,Medium,2026-03-26T15:45:31.349007
929,Good,0.51,0.79,0.75,0.82,Medium,2026-03-26T15:45:31.349009
930,Poor,0.68,0.22,0.25,0.95,High,2026-03-26T15:45:31.349012
931,Good,0.5,0.81,0.71,0.96,Medium,2026-03-26T15:45:31.349014
932,Good,0.88,0.56,0.86,0.76,Medium,2026-03-26T15:45:31.349017
933,Good,0.51,0.7,0.72,0.86,Medium,2026-03-26T15:45:31.349020
934,Good,0.42,0.67,0.67,0.7,Medium,2026-03-26T15:45:31.349022
935,Good,0.72,0.75,0.68,0.84,Medium,2026-03-26T15:45:31.349025
936,Good,0.99,0.87,0.62,0.4,Medium,2026-03-26T15:45:31.349027
937,Good,0.72,0.64,0.41,0.71,High,2026-03-26T15:45:31.349030
938,Poor,0.59,0.32,0.21,0.54,High,2026-03-26T15:45:31.349033
939,Good,0.51,0.43,0.85,0.73,Medium,2026-03-26T15:45:31.349036
940,Good,0.4,0.6,0.65,0.64,Medium,2026-03-26T15:45:31.349038
941,Good,0.44,0.63,0.86,0.82,Medium,2026-03-26T15:45:31.349041
942,Poor,0.76,0.35,0.28,0.91,High,2026-03-26T15:45:31.349043
943,Good,0.79,0.86,0.84,0.6,Medium,2026-03-26T15:45:31.349046
944,Good,0.88,0.8,0.77,0.94,Low,2026-03-26T15:45:31.349049
945,Good,0.4,0.86,0.35,0.65,Medium,2026-03-26T15:45:31.349051
946,Good,0.91,0.86,0.31,0.45,High,2026-03-26T15:45:31.349054
947,Good,0.89,0.83,0.34,0.48,High,2026-03-26T15:45:31.349057
948,Poor,0.54,0.19,0.21,0.52,High,2026-03-26T15:45:31.349059
949,Good,0.82,0.41,0.31,0.92,High,2026-03-26T15:45:31.349062
950,Good,0.75,0.74,0.64,0.64,Medium,2026-03-26T15:45:31.349064
951,Poor,0.87,0.36,0.19,0.49,High,2026-03-26T15:45:31.349067
952,Good,0.58,0.72,0.47,0.74,Medium,2026-03-26T15:45:31.349070
953,Good,0.78,0.64,0.83,0.74,Medium,2026-03-26T15:45:31.349072
954,Good,0.44,0.55,0.56,0.92,Medium,2026-03-26T15:45:31.349075
955,Poor,0.94,0.23,0.31,0.59,High,2026-03-26T15:45:31.349078
956,Good,0.88,0.59,0.82,0.6,Medium,2026-03-26T15:45:31.349080
957,Poor,0.68,0.38,0.15,0.99,High,2026-03-26T15:45:31.349083
958,Good,0.49,0.66,0.62,0.73,Medium,2026-03-26T15:45:31.349086
959,Good,0.66,0.64,0.74,0.57,Medium,2026-03-26T15:45:31.349088
960,Good,0.64,0.72,0.79,0.56,Medium,2026-03-26T15:45:31.349091
961,Good,0.41,0.36,0.44,0.49,High,2026-03-26T15:45:31.349093
962,Good,0.53,0.63,0.79,0.89,Medium,2026-03-26T15:45:31.349096
963,Good,0.45,0.5,0.45,0.55,High,2026-03-26T15:45:31.349099
964,Good,0.92,0.69,0.79,0.56,Medium,2026-03-26T15:45:31.349101
965,Good,0.69,0.65,0.71,0.87,Medium,2026-03-26T15:45:31.349104
966,Poor,0.52,0.21,0.3,0.87,High,2026-03-26T15:45:31.349106
967,Poor,0.68,0.36,0.37,0.89,High,2026-03-26T15:45:31.349110
968,Good,0.91,0.71,0.52,0.78,Medium,2026-03-26T15:45:31.349113
969,Good,0.97,0.64,0.72,0.68,Medium,2026-03-26T15:45:31.349116
970,Poor,0.42,0.26,0.15,0.55,High,2026-03-26T15:45:31.349119
971,Good,0.94,0.88,0.82,0.65,Medium,2026-03-26T15:45:31.349121
972,Poor,0.66,0.33,0.27,0.78,High,2026-03-26T15:45:31.349124
973,Good,0.69,0.52,0.54,0.43,High,2026-03-26T15:45:31.349126
974,Poor,0.95,0.38,0.37,0.47,High,2026-03-26T15:45:31.349129
975,Poor,0.84,0.38,0.16,0.56,High,2026-03-26T15:45:31.349132
976,Good,0.91,0.6,0.72,0.56,Medium,2026-03-26T15:45:31.349134
977,Good,0.69,0.49,0.8,0.71,Medium,2026-03-26T15:45:31.349137
978,Good,0.5,0.85,0.27,0.59,High,2026-03-26T15:45:31.349139
979,Good,0.98,0.37,0.32,0.46,High,2026-03-26T15:45:31.349142
980,Good,0.41,0.75,0.31,0.58,High,2026-03-26T15:45:31.349145
981,Good,0.48,0.73,0.49,0.7,Medium,2026-03-26T15:45:31.349147
982,Good,0.64,0.54,0.54,0.95,Medium,2026-03-26T15:45:31.349150
983,Good,0.68,0.6,0.42,0.71,High,2026-03-26T15:45:31.349152
984,Poor,0.86,0.38,0.35,0.57,High,2026-03-26T15:45:31.349155
985,Good,0.44,0.7,0.31,0.77,High,2026-03-26T15:45:31.349157
986,Good,0.52,0.71,0.39,0.53,High,2026-03-26T15:45:31.349160
987,Good,0.85,0.56,0.4,0.8,High,2026-03-26T15:45:31.349162
988,Poor,0.49,0.29,0.33,0.69,High,2026-03-26T15:45:31.349165
989,Poor,0.41,0.29,0.28,0.91,High,2026-03-26T15:45:31.349168
990,Good,0.53,0.37,0.84,0.59,High,2026-03-26T15:45:31.349170
991,Good,0.45,0.71,0.36,0.77,Medium,2026-03-26T15:45:31.349173
992,Good,0.87,0.54,0.41,0.5,High,2026-03-26T15:45:31.349175
993,Poor,0.64,0.16,0.35,0.88,High,2026-03-26T15:45:31.349178
994,Poor,0.99,0.22,0.24,0.68,High,2026-03-26T15:45:31.349180
995,Good,0.68,0.49,0.61,0.44,High,2026-03-26T15:45:31.349183
996,Good,0.81,0.48,0.42,0.83,High,2026-03-26T15:45:31.349185
997,Good,0.67,0.81,0.42,0.86,Medium,2026-03-26T15:45:31.349188
998,Good,0.52,0.87,0.38,0.47,High,2026-03-26T15:45:31.349192
999,Good,0.57,0.52,0.82,0.95,Medium,2026-03-26T15:45:31.349195
1000,Good,0.56,0.57,0.64,0.96,Medium,2026-03-26T15:45:31.349197
1001,Good,0.75,0.45,0.62,0.85,Medium,2026-03-26T15:45:31.349200
1002,Good,0.77,0.8,0.84,0.45,Medium,2026-03-26T15:45:31.349202
1003,Good,0.82,0.78,0.83,0.63,Medium,2026-03-26T15:45:31.349205
1004,Poor,0.8,0.26,0.34,0.7,High,2026-03-26T15:45:31.349207
1005,Good,0.41,0.66,0.36,0.82,Medium,2026-03-26T15:45:31.349210
1006,Good,0.4,0.5,0.65,0.68,Medium,2026-03-26T15:45:31.349213
1007,Good,0.93,0.46,0.7,0.98,Medium,2026-03-26T15:45:31.349215
1008,Good,0.51,0.85,0.64,0.42,Medium,2026-03-26T15:45:31.349218
1009,Good,0.77,0.82,0.57,0.81,Medium,2026-03-26T15:45:31.349220
1010,Good,0.78,0.72,0.37,0.54,High,2026-03-26T15:45:31.349223
1011,Good,0.55,0.37,0.49,0.89,High,2026-03-26T15:45:31.349225
1012,Good,0.66,0.78,0.33,0.74,Medium,2026-03-26T15:45:31.349228
1013,Poor,0.77,0.36,0.16,0.96,High,2026-03-26T15:45:31.349230
1014,Good,0.8,0.41,0.54,0.94,Medium,2026-03-26T15:45:31.349233
1015,Good,0.66,0.87,0.42,0.79,Medium,2026-03-26T15:45:31.349236
1016,Good,0.97,0.54,0.63,0.45,High,2026-03-26T15:45:31.349238
1017,Poor,0.88,0.29,0.29,0.42,High,2026-03-26T15:45:31.349241
1018,Good,0.9,0.42,0.73,0.94,Medium,2026-03-26T15:45:31.349243
1019,Good,0.56,0.8,0.34,0.77,Medium,2026-03-26T15:45:31.349246
1020,Good,0.49,0.77,0.37,0.96,Medium,2026-03-26T15:45:31.349248
1021,Poor,0.84,0.32,0.37,0.71,High,2026-03-26T15:45:31.349251
1022,Good,0.9,0.86,0.5,0.57,Medium,2026-03-26T15:45:31.349254
1023,Poor,0.81,0.39,0.28,0.57,High,2026-03-26T15:45:31.349256
1024,Good,0.7,0.49,0.58,0.54,High,2026-03-26T15:45:31.349259
1025,Good,0.95,0.48,0.46,0.57,High,2026-03-26T15:45:31.349261
1026,Poor,0.72,0.32,0.26,0.5,High,2026-03-26T15:45:31.349264
1027,Poor,0.47,0.36,0.3,0.75,High,2026-03-26T15:45:31.349267
1028,Good,0.49,0.51,0.83,0.5,Medium,2026-03-26T15:45:31.349269
1029,Poor,0.72,0.34,0.29,0.73,High,2026-03-26T15:45:31.349272
1030,Good,0.95,0.69,0.76,0.86,Medium,2026-03-26T15:45:31.349274
1031,Good,0.59,0.6,0.56,0.67,Medium,2026-03-26T15:45:31.349277
1032,Good,0.71,0.6,0.66,0.69,Medium,2026-03-26T15:45:31.349279
1033,Good,0.83,0.68,0.64,0.91,Medium,2026-03-26T15:45:31.349282
1034,Good,0.71,0.48,0.53,0.48,High,2026-03-26T15:45:31.349285
1035,Poor,0.99,0.29,0.24,0.56,High,2026-03-26T15:45:31.349287
1036,Good,0.46,0.58,0.35,0.9,Medium,2026-03-26T15:45:31.349290
1037,Poor,0.69,0.26,0.2,0.84,High,2026-03-26T15:45:31.349292
1038,Good,0.4,0.74,0.53,0.42,High,2026-03-26T15:45:31.349295
1039,Good,0.66,0.83,0.57,0.6,Medium,2026-03-26T15:45:31.349298
